name, screen_number, X, Y, surface_level_m_above_datum, screen_top_m_above_datum, screen_bottom_m_above_datum,begin_date,end_date
B39D2737-01_exported,   -0.06,    0.00,  200.00,    5.14,    5.09,   -0.06,1-1-1998,7-9-2023

Date(dd-mm-yyyy HH:MM:SS),head(m above datum)
2-10-1998  08:00:00,  3.3452
3-10-1998  08:00:00,  3.3486
4-10-1998  08:00:00,  3.3700
5-10-1998  08:00:00,  3.4002
6-10-1998  08:00:00,  3.4336
7-10-1998  08:00:00,  3.4381
8-10-1998  08:00:00,  3.4332
9-10-1998  08:00:00,  3.4522
10-10-1998  08:00:00,  3.5036
11-10-1998  08:00:00,  3.5586
12-10-1998  08:00:00,  3.6105
13-10-1998  08:00:00,  3.6320
14-10-1998  08:00:00,  3.6537
15-10-1998  08:00:00,  3.6721
16-10-1998  08:00:00,  3.6996
17-10-1998  08:00:00,  3.7215
18-10-1998  08:00:00,  3.7163
19-10-1998  08:00:00,  3.6783
20-10-1998  08:00:00,  3.6432
21-10-1998  08:00:00,  3.6056
22-10-1998  08:00:00,  3.5714
23-10-1998  08:00:00,  3.5450
24-10-1998  08:00:00,  3.5215
25-10-1998  08:00:00,  3.5314
26-10-1998  08:00:00,  3.5977
27-10-1998  08:00:00,  3.7613
28-10-1998  08:00:00,  4.0001
29-10-1998  08:00:00,  4.1942
30-10-1998  08:00:00,  4.3653
31-10-1998  08:00:00,  4.5713
1-11-1998  08:00:00,  4.7507
2-11-1998  08:00:00,  4.8598
3-11-1998  08:00:00,  4.9868
4-11-1998  08:00:00,  5.0411
5-11-1998  08:00:00,  5.0502
6-11-1998  08:00:00,  4.9958
7-11-1998  08:00:00,  4.9124
8-11-1998  08:00:00,  4.8391
9-11-1998  08:00:00,  4.7879
10-11-1998  08:00:00,  4.7214
11-11-1998  08:00:00,  4.6543
12-11-1998  08:00:00,  4.6092
13-11-1998  08:00:00,  4.5618
14-11-1998  08:00:00,  4.5189
15-11-1998  08:00:00,  4.4965
16-11-1998  08:00:00,  4.4772
17-11-1998  08:00:00,  4.4522
18-11-1998  08:00:00,  4.4454
19-11-1998  08:00:00,  4.4586
20-11-1998  08:00:00,  4.4658
21-11-1998  08:00:00,  4.4314
22-11-1998  08:00:00,  4.3701
23-11-1998  08:00:00,  4.2759
24-11-1998  08:00:00,  4.1697
25-11-1998  08:00:00,  4.0757
26-11-1998  08:00:00,  3.9997
27-11-1998  08:00:00,  3.9314
28-11-1998  08:00:00,  3.8817
29-11-1998  08:00:00,  3.8439
30-11-1998  08:00:00,  3.8237
1-12-1998  08:00:00,  3.8154
2-12-1998  08:00:00,  3.8012
3-12-1998  08:00:00,  3.7693
4-12-1998  08:00:00,  3.7494
5-12-1998  08:00:00,  3.7142
6-12-1998  08:00:00,  3.6816
7-12-1998  08:00:00,  3.6435
8-12-1998  08:00:00,  3.6022
9-12-1998  08:00:00,  3.5829
10-12-1998  08:00:00,  3.5641
11-12-1998  08:00:00,  3.5586
12-12-1998  08:00:00,  3.5447
13-12-1998  08:00:00,  3.5542
14-12-1998  08:00:00,  3.6238
15-12-1998  08:00:00,  3.9003
16-12-1998  08:00:00,  4.2650
17-12-1998  08:00:00,  4.4300
18-12-1998  08:00:00,  4.4645
19-12-1998  08:00:00,  4.4156
20-12-1998  08:00:00,  4.3355
21-12-1998  08:00:00,  4.2465
22-12-1998  08:00:00,  4.1993
23-12-1998  08:00:00,  4.1667
24-12-1998  08:00:00,  4.1160
25-12-1998  08:00:00,  4.0477
26-12-1998  08:00:00,  3.9639
27-12-1998  08:00:00,  3.9104
28-12-1998  08:00:00,  3.8712
29-12-1998  08:00:00,  3.8797
30-12-1998  08:00:00,  3.9419
31-12-1998  08:00:00,  3.9473
1-1-1999  08:00:00,  3.9049
2-1-1999  08:00:00,  3.8391
3-1-1999  08:00:00,  3.7766
4-1-1999  08:00:00,  3.7371
5-1-1999  08:00:00,  3.7264
6-1-1999  08:00:00,  3.7529
7-1-1999  08:00:00,  3.8244
8-1-1999  08:00:00,  3.8542
9-1-1999  08:00:00,  3.8748
10-1-1999  08:00:00,  3.8714
11-1-1999  08:00:00,  3.9015
12-1-1999  08:00:00,  4.0041
13-1-1999  08:00:00,  4.0796
14-1-1999  08:00:00,  4.0657
15-1-1999  08:00:00,  4.0346
16-1-1999  08:00:00,  3.9823
17-1-1999  08:00:00,  3.9943
18-1-1999  08:00:00,  4.0807
19-1-1999  08:00:00,  4.1289
20-1-1999  08:00:00,  4.0998
21-1-1999  08:00:00,  4.0436
22-1-1999  08:00:00,  3.9781
23-1-1999  08:00:00,  3.9065
24-1-1999  08:00:00,  3.8318
25-1-1999  08:00:00,  3.7665
26-1-1999  08:00:00,  3.7253
27-1-1999  08:00:00,  3.7109
28-1-1999  08:00:00,  3.7229
29-1-1999  08:00:00,  3.7945
30-1-1999  08:00:00,  4.0126
31-1-1999  08:00:00,  4.2224
1-2-1999  08:00:00,  4.3068
2-2-1999  08:00:00,  4.2836
3-2-1999  08:00:00,  4.1831
4-2-1999  08:00:00,  4.0737
5-2-1999  08:00:00,  3.9851
6-2-1999  08:00:00,  3.9414
7-2-1999  08:00:00,  3.9183
8-2-1999  08:00:00,  3.9728
9-2-1999  08:00:00,  4.1023
10-2-1999  08:00:00,  4.1987
11-2-1999  08:00:00,  4.2326
12-2-1999  08:00:00,  4.1827
13-2-1999  08:00:00,  4.1032
14-2-1999  08:00:00,  4.0241
15-2-1999  08:00:00,  3.9507
16-2-1999  08:00:00,  3.8708
17-2-1999  08:00:00,  3.8296
18-2-1999  08:00:00,  3.8037
19-2-1999  08:00:00,  3.7808
20-2-1999  08:00:00,  3.7816
21-2-1999  08:00:00,  3.8463
22-2-1999  08:00:00,  4.0933
23-2-1999  08:00:00,  4.5008
24-2-1999  08:00:00,  4.7862
25-2-1999  08:00:00,  4.9136
26-2-1999  08:00:00,  4.9991
27-2-1999  08:00:00,  5.0039
28-2-1999  08:00:00,  4.9476
1-3-1999  08:00:00,  4.8897
2-3-1999  08:00:00,  4.8207
3-3-1999  08:00:00,  4.7820
4-3-1999  08:00:00,  4.8063
5-3-1999  08:00:00,  4.8561
6-3-1999  08:00:00,  4.8813
7-3-1999  08:00:00,  4.8775
8-3-1999  08:00:00,  4.8708
9-3-1999  08:00:00,  4.8394
10-3-1999  08:00:00,  4.7804
11-3-1999  08:00:00,  4.7090
12-3-1999  08:00:00,  4.6797
