# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# DR        : Duur van de neerslag (in 0.1 uur) / Precipitation duration (in 0.1 hour)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# EV24      : Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)
# STN,YYYYMMDD,   DR,   RH, EV24
  260,20160321,   11,   12,    6
  260,20160322,    1,    1,    8
  260,20160323,   12,    3,   11
  260,20160324,    4,    1,    6
  260,20160325,   87,   44,    6
  260,20160326,    0,    0,   23
  260,20160327,   51,   73,   13
  260,20160328,   12,    9,   17
  260,20160329,   58,   83,   10
  260,20160330,    5,   12,   19
  260,20160331,    0,    0,   13
  260,20160401,    0,    0,   25
  260,20160402,    0,   -1,   14
  260,20160403,   33,   97,   22
  260,20160404,   28,   63,   16
  260,20160405,   41,   14,   11
  260,20160406,   26,   41,    9
  260,20160407,   24,   41,   16
  260,20160408,   25,   22,   10
  260,20160409,    0,    0,   23
  260,20160410,   25,   17,   30
  260,20160411,    0,   -1,   33
  260,20160412,   21,   30,   25
  260,20160413,    0,    0,   23
  260,20160414,    0,    0,   24
  260,20160415,  108,  101,   11
  260,20160416,   20,    7,   19
  260,20160417,   25,   43,   19
  260,20160418,    0,   -1,   20
  260,20160419,    0,    0,   25
  260,20160420,    0,    0,   32
  260,20160421,    0,    0,   34
  260,20160422,    0,    0,   23
  260,20160423,   30,   30,   22
  260,20160424,   11,   22,   22
  260,20160425,   33,   41,   10
  260,20160426,   49,  119,   14
  260,20160427,   27,   28,   21
  260,20160428,    9,   10,   22
  260,20160429,   47,  100,   14
  260,20160430,    0,    0,   23
  260,20160501,    0,    0,   35
  260,20160502,    1,    1,   34
  260,20160503,   18,   35,   35
  260,20160504,    0,    0,   30
  260,20160505,    0,    0,   42
  260,20160506,    0,    0,   44
  260,20160507,    0,    0,   48
  260,20160508,    0,    0,   49
  260,20160509,    0,    0,   47
  260,20160510,    0,   -1,   22
  260,20160511,    0,   -1,   36
  260,20160512,    0,    0,   44
  260,20160513,    0,    0,   45
  260,20160514,    0,   -1,   25
  260,20160515,    1,    1,   27
  260,20160516,    5,    3,   22
  260,20160517,    0,    0,   26
  260,20160518,    3,    4,   21
  260,20160519,    4,    2,   18
  260,20160520,   10,    5,   14
  260,20160521,    0,   -1,   31
  260,20160522,  102,  153,   11
  260,20160523,  158,  184,    9
  260,20160524,    0,   -1,   23
  260,20160525,    4,    1,    9
  260,20160526,    0,    0,   32
  260,20160527,    0,    0,   31
  260,20160528,    0,   -1,   33
  260,20160529,    6,    4,   16
  260,20160530,   32,   66,    8
  260,20160531,    0,    0,   30
  260,20160601,    4,   15,   31
  260,20160602,    0,   -1,   10
  260,20160603,    0,   -1,   20
  260,20160604,    1,    5,   38
  260,20160605,    0,    0,   52
  260,20160606,    0,    0,   53
  260,20160607,    0,   -1,   44
  260,20160608,    0,    0,   37
  260,20160609,    0,    0,   49
  260,20160610,    0,   -1,   41
  260,20160611,   44,   13,   26
  260,20160612,   26,   33,   19
  260,20160613,   15,   26,   20
  260,20160614,   49,  224,   19
  260,20160615,   19,   62,   25
  260,20160616,   38,   26,   35
  260,20160617,   52,   40,   22
  260,20160618,   11,   11,   25
  260,20160619,    0,   -1,   33
  260,20160620,   90,  182,    7
  260,20160621,   19,   39,   15
  260,20160622,    0,    0,   39
  260,20160623,   55,  495,   31
  260,20160624,    3,    7,   25
  260,20160625,   25,   14,   19
  260,20160626,   24,  190,   21
  260,20160627,   20,   23,   17
  260,20160628,   13,   50,   35
  260,20160629,   30,   16,   29
  260,20160630,   32,   76,   15
  260,20160701,   17,   22,   14
  260,20160702,    9,   15,   37
  260,20160703,   39,  178,   31
  260,20160704,    0,    0,   44
  260,20160705,   12,   19,   18
  260,20160706,   15,    5,   41
  260,20160707,    0,    0,   36
  260,20160708,   25,   47,   17
  260,20160709,    0,    0,   33
  260,20160710,    0,    0,   43
  260,20160711,    0,    0,   30
  260,20160712,   38,   99,   26
  260,20160713,   18,   42,   21
  260,20160714,    0,    0,   31
  260,20160715,    0,    0,   39
  260,20160716,    0,    0,   21
  260,20160717,    0,   -1,   37
  260,20160718,    0,    0,   50
  260,20160719,    0,    0,   52
  260,20160720,    0,    0,   46
  260,20160721,    0,    0,   44
  260,20160722,   36,  117,   32
  260,20160723,    0,    0,   35
  260,20160724,    0,    0,   30
  260,20160725,    3,    5,   20
  260,20160726,    0,    0,   26
  260,20160727,   63,   64,   22
  260,20160728,    6,    5,   33
  260,20160729,    9,   38,   19
  260,20160730,   29,   72,   16
  260,20160731,    6,    2,   28
  260,20160801,   11,   68,   32
  260,20160802,  121,   83,   10
  260,20160803,   62,   19,   17
  260,20160804,    0,   -1,   19
  260,20160805,    0,    0,   36
  260,20160806,   20,   64,   27
  260,20160807,    0,    0,   17
  260,20160808,    6,    1,   32
  260,20160809,   29,   74,   28
  260,20160810,   15,   13,   30
  260,20160811,  123,   96,    8
  260,20160812,   23,   16,   19
  260,20160813,    0,    0,   20
  260,20160814,    0,    0,   25
  260,20160815,    0,    0,   37
  260,20160816,    0,    0,   39
  260,20160817,    0,    0,   42
  260,20160818,    0,    0,   41
  260,20160819,   17,   34,   23
  260,20160820,    6,   54,   29
  260,20160821,   56,  145,   16
  260,20160822,   57,   32,   16
  260,20160823,    0,    0,   40
  260,20160824,    0,    0,   42
  260,20160825,    0,    0,   41
  260,20160826,    0,    0,   36
  260,20160827,    4,   11,   34
  260,20160828,    3,    4,   25
  260,20160829,    3,    2,   22
  260,20160830,    0,    0,   34
  260,20160831,    0,    0,   34
  260,20160901,    0,    0,   20
  260,20160902,   14,   10,   22
  260,20160903,    9,   10,   24
  260,20160904,    9,   28,   17
  260,20160905,    0,   -1,   22
  260,20160906,    0,    0,   21
  260,20160907,    0,    0,   33
  260,20160908,    0,    0,   32
  260,20160909,    0,    0,   28
  260,20160910,    0,    0,   31
  260,20160911,   19,   12,   17
  260,20160912,    0,    0,   32
  260,20160913,    0,    0,   32
  260,20160914,    0,    0,   32
  260,20160915,   10,   42,   29
  260,20160916,    6,   12,   12
  260,20160917,    0,    0,   14
  260,20160918,    0,    0,   20
  260,20160919,    0,    0,   13
  260,20160920,    0,    0,   18
  260,20160921,    0,    0,   22
  260,20160922,    0,    0,   17
  260,20160923,    0,   -1,   23
  260,20160924,    0,    0,   24
  260,20160925,   13,   35,   21
  260,20160926,    0,    0,   16
  260,20160927,    0,    0,   23
  260,20160928,    0,   -1,   21
  260,20160929,   17,   27,    5
  260,20160930,    0,   -1,   16
  260,20161001,    5,   10,   12
  260,20161002,   32,  107,   10
  260,20161003,    0,   -1,   18
  260,20161004,    0,    0,   14
  260,20161005,    0,    0,   19
  260,20161006,    0,    0,   14
  260,20161007,    0,    0,    9
  260,20161008,    0,   -1,   13
  260,20161009,    5,    4,   13
  260,20161010,    0,    0,   13
  260,20161011,    0,   -1,    6
  260,20161012,    0,    0,    7
  260,20161013,    0,    0,    7
  260,20161014,   34,   47,   12
  260,20161015,   59,   41,    4
  260,20161016,    0,   -1,   17
  260,20161017,    4,    2,    9
  260,20161018,   37,  117,    5
  260,20161019,   43,  134,   10
  260,20161020,   28,    9,    4
  260,20161021,    4,    2,    9
  260,20161022,    0,    0,    6
  260,20161023,    0,    0,   11
  260,20161024,    0,    0,    5
  260,20161025,    0,    0,    4
  260,20161026,    0,   -1,    7
  260,20161027,    0,    0,    5
  260,20161028,    0,   -1,    2
  260,20161029,    0,    0,   10
  260,20161030,    0,    0,    8
  260,20161031,    0,    0,   11
  260,20161101,    6,    2,    3
  260,20161102,   22,   42,    9
  260,20161103,    6,    6,    6
  260,20161104,   33,   27,    4
  260,20161105,   35,   31,    5
  260,20161106,   37,   51,    5
  260,20161107,   19,   17,    2
  260,20161108,   14,   15,    5
  260,20161109,   88,   37,    2
  260,20161110,   97,  139,    2
  260,20161111,    9,    2,    7
  260,20161112,   17,    8,    5
  260,20161113,   48,   17,    1
  260,20161114,   68,   39,    2
  260,20161115,  118,   35,    1
  260,20161116,   67,   56,    4
  260,20161117,   79,  120,    4
  260,20161118,   13,    7,    3
  260,20161119,    0,   -1,    5
  260,20161120,   41,   46,    1
  260,20161121,   54,   49,    3
  260,20161122,    0,    0,    6
  260,20161123,    0,    0,    2
  260,20161124,    0,    0,    5
  260,20161125,    0,    0,    6
  260,20161126,    0,    0,    4
  260,20161127,    0,   -1,    3
  260,20161128,    0,    0,    5
  260,20161129,    0,    0,    5
  260,20161130,    0,    0,    3
  260,20161201,    0,   -1,    2
  260,20161202,   21,    9,    2
  260,20161203,    0,    0,    3
  260,20161204,    0,    0,    5
  260,20161205,    0,    0,    4
  260,20161206,    0,    0,    4
  260,20161207,    0,    0,    2
  260,20161208,    5,    1,    3
  260,20161209,    0,    0,    1
  260,20161210,   72,   49,    0
  260,20161211,   28,   17,    2
  260,20161212,    0,    0,    2
  260,20161213,    3,    1,    1
  260,20161214,    0,    0,    3
  260,20161215,    0,    0,    1
  260,20161216,    0,    0,    3
  260,20161217,    0,   -1,    1
  260,20161218,    0,    0,    2
  260,20161219,    0,    0,    3
  260,20161220,    0,    0,    3
  260,20161221,   40,   24,    2
  260,20161222,   35,   15,    1
  260,20161223,   20,    8,    2
  260,20161224,   17,   10,    3
  260,20161225,    9,    5,    1
  260,20161226,    7,   19,    4
  260,20161227,   18,   11,    4
  260,20161228,    0,    0,    1
  260,20161229,    0,   -1,    1
  260,20161230,    0,   -1,    2
  260,20161231,    5,    2,    1
  260,20170101,   50,   19,    1
  260,20170102,   10,    5,    4
  260,20170103,    6,    7,    1
  260,20170104,   11,   18,    4
  260,20170105,    0,   -1,    4
  260,20170106,    0,    0,    4
  260,20170107,   94,   52,    1
  260,20170108,    0,    0,    1
  260,20170109,   41,   48,    1
  260,20170110,   48,   38,    2
  260,20170111,   16,    5,    3
  260,20170112,   80,  143,    3
  260,20170113,   54,   96,    4
  260,20170114,   36,   51,    2
  260,20170115,    0,    0,    3
  260,20170116,    0,   -1,    3
  260,20170117,    0,    0,    3
  260,20170118,    0,   -1,    2
  260,20170119,    0,    0,    6
  260,20170120,    0,    0,    5
  260,20170121,    0,    0,    5
  260,20170122,    0,    0,    6
  260,20170123,    0,   -1,    2
  260,20170124,    4,    3,    2
  260,20170125,    0,    0,    2
  260,20170126,    0,    0,    5
  260,20170127,    0,    0,    5
  260,20170128,    0,   -1,    4
  260,20170129,   42,   36,    2
  260,20170130,   80,   65,    1
  260,20170131,    0,    0,    3
  260,20170201,   30,   12,    3
  260,20170202,   18,   10,    7
  260,20170203,    3,    1,    5
  260,20170204,   89,   83,    3
  260,20170205,    0,   -1,    6
  260,20170206,    0,    0,    3
  260,20170207,  104,   25,    1
  260,20170208,    7,    2,    1
  260,20170209,    0,   -1,    1
  260,20170210,   14,    2,    1
  260,20170211,   71,   45,    2
  260,20170212,    7,    3,    6
  260,20170213,    0,    0,    9
  260,20170214,    0,    0,   10
  260,20170215,    0,   -1,   10
  260,20170216,    2,    5,    4
  260,20170217,   12,    6,    4
  260,20170218,    0,    0,    8
  260,20170219,    8,    6,    3
  260,20170220,   57,   53,    2
  260,20170221,   13,    3,   10
  260,20170222,  128,  175,    2
  260,20170223,  153,  145,    2
  260,20170224,    5,    6,   10
  260,20170225,   21,    7,    4
  260,20170226,   28,   21,    2
  260,20170227,   41,  138,    3
  260,20170228,   35,   28,    6
  260,20170301,   58,   35,    8
  260,20170302,   50,   84,    4
  260,20170303,   15,   11,    6
  260,20170304,   37,   61,    7
  260,20170305,   40,   38,   10
  260,20170306,   22,   23,   10
  260,20170307,    1,    1,    7
  260,20170308,   86,  137,    2
  260,20170309,    4,    1,    9
  260,20170310,    0,    0,   16
  260,20170311,    0,    0,   12
  260,20170312,    0,    0,   19
  260,20170313,    0,    0,   15
  260,20170314,    0,    0,   14
  260,20170315,    0,    0,   19
  260,20170316,    0,    0,   21
  260,20170317,   36,   57,   12
  260,20170318,   80,   62,    4
  260,20170319,   10,    2,    5
  260,20170320,   98,   94,    4
  260,20170321,    0,   -1,   19
  260,20170322,    0,    0,   19
  260,20170323,    0,    0,   23
  260,20170324,    0,    0,   23
  260,20170325,    0,    0,   23
  260,20170326,    0,    0,   19
  260,20170327,    0,    0,   26
  260,20170328,    1,    1,   26
  260,20170329,    0,   -1,    8
  260,20170330,    0,    0,   22
  260,20170331,    5,   14,   20
  260,20170401,    0,   -1,    9
  260,20170402,    0,    0,   25
  260,20170403,    0,    0,   15
  260,20170404,    0,    0,   20
  260,20170405,    0,    0,   18
  260,20170406,    0,   -1,   13
  260,20170407,    0,    0,   14
  260,20170408,    0,    0,   20
  260,20170409,    0,    0,   32
  260,20170410,    0,    0,   19
  260,20170411,    0,    0,   23
  260,20170412,   21,    8,    9
  260,20170413,    0,   -1,   22
  260,20170414,    0,   -1,   12
  260,20170415,   40,   34,   19
  260,20170416,   31,   29,   16
  260,20170417,   54,   86,   22
  260,20170418,    0,   -1,   23
  260,20170419,    0,    0,   19
  260,20170420,    0,    0,   29
  260,20170421,   16,    8,   15
  260,20170422,   20,    6,   21
  260,20170423,    1,    1,   18
  260,20170424,   30,   27,   14
  260,20170425,   11,   20,   24
  260,20170426,    4,    3,   23
  260,20170427,    2,    2,   25
  260,20170428,   20,   19,   18
  260,20170429,    0,   -1,   25
  260,20170430,    0,    0,   36
  260,20170501,   27,    9,   13
  260,20170502,   67,   47,   14
  260,20170503,   56,   35,   13
  260,20170504,    0,   -1,   21
  260,20170505,    0,   -1,   10
  260,20170506,    0,    0,   38
  260,20170507,    0,    0,   19
  260,20170508,    0,   -1,   21
  260,20170509,    0,    0,   25
  260,20170510,    0,    0,   34
  260,20170511,    8,    3,   40
  260,20170512,   34,  125,   21
  260,20170513,   22,  100,   20
  260,20170514,    6,   19,   29
  260,20170515,    0,   -1,   39
  260,20170516,    0,   -1,   28
  260,20170517,    0,    0,   43
  260,20170518,   14,    3,   19
  260,20170519,    2,    1,   13
  260,20170520,    5,   12,   33
  260,20170521,    0,    0,   36
  260,20170522,    0,    0,   46
  260,20170523,    0,    0,   43
  260,20170524,    0,    0,   37
  260,20170525,    0,    0,   49
  260,20170526,    0,    0,   53
  260,20170527,    0,    0,   54
  260,20170528,    0,    0,   48
  260,20170529,    4,    3,   43
  260,20170530,    0,    0,   27
  260,20170531,    0,    0,   39
  260,20170601,    0,    0,   50
  260,20170602,    0,    0,   41
  260,20170603,    6,   21,   32
  260,20170604,    0,    0,   40
  260,20170605,    0,    0,   35
  260,20170606,   70,  105,   17
  260,20170607,   32,   51,   17
  260,20170608,    5,    3,   30
  260,20170609,   60,  212,   28
  260,20170610,    0,    0,   42
  260,20170611,    0,   -1,   36
  260,20170612,    0,   -1,   16
  260,20170613,    0,    0,   36
  260,20170614,    0,    0,   52
  260,20170615,    0,    0,   46
  260,20170616,    0,    0,   23
  260,20170617,    0,    0,   29
  260,20170618,    0,    0,   48
  260,20170619,    0,    0,   56
  260,20170620,    0,    0,   45
  260,20170621,    0,    0,   49
  260,20170622,    8,   13,   43
  260,20170623,    0,    0,   38
  260,20170624,   67,   55,    6
  260,20170625,   29,   46,   14
  260,20170626,    0,    0,   42
  260,20170627,   12,   28,   28
  260,20170628,   48,   31,   11
  260,20170629,    1,    1,   22
  260,20170630,   30,   42,   18
  260,20170701,   69,   69,   15
  260,20170702,    8,    6,   28
  260,20170703,    8,   10,   33
  260,20170704,    0,   -1,   36
  260,20170705,    0,    0,   34
  260,20170706,   41,  170,   40
  260,20170707,    0,   -1,   40
  260,20170708,    0,   -1,   28
  260,20170709,    0,    0,   47
  260,20170710,    4,    1,   35
  260,20170711,   30,   33,   19
  260,20170712,  111,  268,   18
  260,20170713,    0,    0,   29
  260,20170714,   25,  176,   23
  260,20170715,    0,   -1,   27
  260,20170716,   10,   12,   17
  260,20170717,    0,   -1,   51
  260,20170718,    0,    0,   48
  260,20170719,    1,    1,   38
  260,20170720,   29,  210,   25
  260,20170721,    0,    0,   48
  260,20170722,   22,   35,   34
  260,20170723,   32,  112,   24
  260,20170724,   30,   25,   36
  260,20170725,   33,   83,   21
  260,20170726,    2,    1,   40
  260,20170727,    0,   -1,   30
  260,20170728,   14,   17,   26
  260,20170729,   40,   76,   14
  260,20170730,    3,   14,   31
  260,20170731,    0,   -1,   32
  260,20170801,    0,    0,   25
  260,20170802,   51,   30,   22
  260,20170803,   18,   17,   29
  260,20170804,    5,    6,   34
  260,20170805,   14,   18,   23
  260,20170806,    0,    0,   31
  260,20170807,    0,    0,   40
  260,20170808,   51,   65,    9
  260,20170809,    0,   -1,   30
  260,20170810,   18,   24,   16
  260,20170811,    8,    2,   28
  260,20170812,   56,   44,   18
  260,20170813,    0,    0,   32
  260,20170814,    0,    0,   37
  260,20170815,   19,   15,   13
  260,20170816,    0,    0,   28
  260,20170817,   29,   23,    9
  260,20170818,   14,   62,   15
  260,20170819,   47,  104,   24
  260,20170820,    0,   -1,   31
  260,20170821,    0,    0,   17
  260,20170822,    0,    0,   34
  260,20170823,    0,    0,   32
  260,20170824,    0,   -1,   24
  260,20170825,    0,    0,   32
  260,20170826,    0,    0,   31
  260,20170827,    0,    0,   33
  260,20170828,    0,    0,   35
  260,20170829,    5,   15,   31
  260,20170830,   92,   88,    9
  260,20170831,   33,   20,   22
  260,20170901,   13,    3,   20
  260,20170902,    0,    0,   24
  260,20170903,    0,    0,   24
  260,20170904,    0,    0,   27
  260,20170905,    4,    6,   14
  260,20170906,   32,   37,   19
  260,20170907,   19,   28,   14
  260,20170908,  143,  172,    4
  260,20170909,   75,  125,   16
  260,20170910,    7,    9,   20
  260,20170911,   51,   95,   15
  260,20170912,    2,    1,   25
  260,20170913,   64,  125,   20
  260,20170914,   65,  207,   10
  260,20170915,   35,   41,   18
  260,20170916,  148,  139,    8
  260,20170917,    0,   -1,   19
  260,20170918,   12,    8,   17
  260,20170919,    0,   -1,   16
  260,20170920,    5,    6,   13
  260,20170921,    0,    0,   20
  260,20170922,    5,    8,   12
  260,20170923,    0,    0,   21
  260,20170924,    0,    0,   22
  260,20170925,    0,    0,   12
  260,20170926,    0,    0,   13
  260,20170927,    0,    0,   18
  260,20170928,   20,   11,   11
  260,20170929,   21,  166,   18
  260,20170930,   37,   24,    5
  260,20171001,    0,   -1,   12
  260,20171002,   13,    6,   11
  260,20171003,    6,   16,   14
  260,20171004,   25,   28,    9
  260,20171005,   85,  252,   13
  260,20171006,   19,   32,   14
  260,20171007,   76,  159,    3
  260,20171008,    2,    1,    9
  260,20171009,   37,  104,    2
  260,20171010,   10,    3,    6
  260,20171011,    2,    2,    7
  260,20171012,    2,    2,   13
  260,20171013,    0,    0,    9
  260,20171014,    0,    0,   16
  260,20171015,    0,    0,   17
  260,20171016,    0,    0,   16
  260,20171017,    0,    0,    6
  260,20171018,    0,    0,   13
  260,20171019,    0,   -1,   13
  260,20171020,   33,   73,    5
  260,20171021,    6,    5,    9
  260,20171022,  118,  132,    7
  260,20171023,    4,    1,    9
  260,20171024,   27,    8,    3
  260,20171025,    0,   -1,    5
  260,20171026,    0,    0,    8
  260,20171027,    3,    4,   11
  260,20171028,   23,   16,    4
  260,20171029,   18,   10,    9
  260,20171030,    0,   -1,    9
  260,20171031,    0,   -1,    3
  260,20171101,    0,    0,    4
  260,20171102,    0,   -1,    6
  260,20171103,    8,    5,    4
  260,20171104,   36,   30,    6
  260,20171105,   37,   48,    6
  260,20171106,    8,    4,    7
  260,20171107,    0,    0,    8
  260,20171108,    0,    0,    2
  260,20171109,   16,   14,    5
  260,20171110,   26,   29,    5
  260,20171111,   41,   37,    3
  260,20171112,   65,   74,    2
  260,20171113,   11,   13,    7
  260,20171114,   18,    4,    3
  260,20171115,   64,   23,    2
  260,20171116,   24,   18,    1
  260,20171117,    0,    0,    5
  260,20171118,   32,   50,    3
  260,20171119,    8,   19,    6
  260,20171120,  124,   97,    1
  260,20171121,   35,   13,    1
  260,20171122,    9,   13,    5
  260,20171123,   10,    8,    2
  260,20171124,   28,   16,    3
  260,20171125,    1,    2,    3
  260,20171126,   17,   57,    4
  260,20171127,   91,  152,    1
  260,20171128,    8,    9,    3
  260,20171129,    1,    1,    1
  260,20171130,    8,    6,    2
  260,20171201,    0,   -1,    2
  260,20171202,    0,   -1,    1
  260,20171203,   49,   20,    1
  260,20171204,   23,   25,    2
  260,20171205,    0,    0,    1
  260,20171206,    0,    0,    1
  260,20171207,   33,   78,    1
  260,20171208,   66,  154,    1
  260,20171209,   74,  125,    2
  260,20171210,   79,  128,    0
  260,20171211,  107,   98,    1
  260,20171212,    8,    5,    4
  260,20171213,   81,  138,    1
  260,20171214,   57,  150,    1
  260,20171215,    7,    2,    1
  260,20171216,   12,   14,    3
  260,20171217,   42,   49,    4
  260,20171218,   22,    8,    2
  260,20171219,    0,   -1,    2
  260,20171220,   19,    3,    1
  260,20171221,   14,    3,    1
  260,20171222,   65,   25,    1
  260,20171223,    0,   -1,    1
  260,20171224,   35,    7,    1
  260,20171225,   22,    4,    1
  260,20171226,   20,   12,    3
  260,20171227,   94,   73,    1
  260,20171228,    4,    7,    4
  260,20171229,   63,   67,    1
  260,20171230,   50,   37,    2
  260,20171231,  153,  393,    1
  260,20180101,   69,   47,    3
  260,20180102,   62,   45,    2
  260,20180103,   51,   95,    1
  260,20180104,   16,    6,    2
  260,20180105,   24,   27,    2
  260,20180106,    0,    0,    2
  260,20180107,    0,    0,    5
  260,20180108,    0,    0,    4
  260,20180109,    0,    0,    2
  260,20180110,   58,   26,    1
  260,20180111,    0,    0,    2
  260,20180112,    0,    0,    1
  260,20180113,    0,    0,    1
  260,20180114,    0,    0,    4
  260,20180115,   95,  133,    1
  260,20180116,   39,   83,    4
  260,20180117,   22,   27,    3
  260,20180118,   65,  111,    2
  260,20180119,   31,   54,    4
  260,20180120,   20,   11,    1
  260,20180121,   27,   21,    5
  260,20180122,   19,    6,    3
  260,20180123,   40,   15,    3
  260,20180124,   41,   42,    2
  260,20180125,    1,    1,    3
  260,20180126,    0,    0,    4
  260,20180127,   36,   11,    4
  260,20180128,    0,   -1,    4
  260,20180129,   28,   52,    2
  260,20180130,    0,    0,    6
  260,20180131,   64,   38,    1
  260,20180201,   43,   44,    3
  260,20180202,   45,   50,    4
  260,20180203,   22,   17,    2
  260,20180204,    0,   -1,    6
  260,20180205,    0,    0,    4
  260,20180206,    0,    0,    8
  260,20180207,    0,    0,    8
  260,20180208,    0,    0,    7
  260,20180209,    5,    1,    4
  260,20180210,    2,    1,    6
  260,20180211,   31,   51,    5
  260,20180212,    0,   -1,    8
  260,20180213,    0,    0,   10
  260,20180214,    0,    0,   10
  260,20180215,   38,   35,    3
  260,20180216,    0,    0,   10
  260,20180217,    0,    0,    8
  260,20180218,    0,    0,    9
  260,20180219,    0,   -1,    4
  260,20180220,    0,    0,    5
  260,20180221,    0,    0,   10
  260,20180222,    0,    0,   11
  260,20180223,    0,    0,   11
  260,20180224,    0,    0,   11
  260,20180225,    0,    0,   11
  260,20180226,    0,   -1,    8
  260,20180227,    0,   -1,    9
  260,20180228,    0,   -1,    7
  260,20180301,    0,    0,    7
  260,20180302,    0,   -1,    8
  260,20180303,    0,   -1,    5
  260,20180304,   22,   19,   11
  260,20180305,    0,    0,   15
  260,20180306,    0,    0,    9
  260,20180307,   40,   35,    9
  260,20180308,   32,   47,    5
  260,20180309,   51,   29,   13
  260,20180310,   66,   43,   10
  260,20180311,   10,   12,    8
  260,20180312,   18,   12,   11
  260,20180313,   76,   71,    3
  260,20180314,    0,   -1,   18
  260,20180315,   31,   10,   10
  260,20180316,    6,    4,    2
  260,20180317,    0,   -1,    6
  260,20180318,    0,    0,   11
  260,20180319,    0,   -1,   17
  260,20180320,    0,   -1,   20
  260,20180321,    0,   -1,   14
  260,20180322,   44,   33,    8
  260,20180323,    0,   -1,    8
  260,20180324,    0,    0,   15
  260,20180325,    0,    0,   17
  260,20180326,   13,   15,   12
  260,20180327,   36,   17,    9
  260,20180328,  108,  124,    4
  260,20180329,   11,    2,   16
  260,20180330,   46,   24,   19
  260,20180331,   47,  100,   14
  260,20180401,   16,    7,    5
  260,20180402,   56,   11,   10
  260,20180403,   18,   25,   19
  260,20180404,   12,   49,   11
  260,20180405,   15,   24,   13
  260,20180406,    0,    0,   28
  260,20180407,    0,    0,   28
  260,20180408,    0,    0,   29
  260,20180409,    0,   -1,   15
  260,20180410,    0,   -1,   21
  260,20180411,    7,   21,   16
  260,20180412,    7,    2,   10
  260,20180413,    0,    0,   14
  260,20180414,   16,   10,   18
  260,20180415,   51,   66,   14
  260,20180416,    2,    1,   29
  260,20180417,    0,    0,   32
  260,20180418,    0,    0,   37
  260,20180419,    0,    0,   40
  260,20180420,    0,    0,   39
  260,20180421,    0,    0,   37
  260,20180422,    0,   -1,   34
  260,20180423,    0,    0,   28
  260,20180424,    3,    1,   12
  260,20180425,   20,   52,   20
  260,20180426,   10,   51,   27
  260,20180427,    2,    1,   18
  260,20180428,    2,    5,   13
  260,20180429,   70,  196,    7
  260,20180430,  131,  272,    8
  260,20180501,   83,   92,   26
  260,20180502,   14,    2,   37
  260,20180503,    0,    0,   38
  260,20180504,    0,    0,   40
  260,20180505,    0,    0,   43
  260,20180506,    0,    0,   46
  260,20180507,    0,    0,   47
  260,20180508,    0,    0,   47
  260,20180509,    0,    0,   44
  260,20180510,   21,   17,   24
  260,20180511,    0,    0,   38
  260,20180512,    0,    0,   34
  260,20180513,   46,   24,   11
  260,20180514,    0,    0,   41
  260,20180515,    0,    0,   47
  260,20180516,    3,    1,   31
  260,20180517,    0,    0,   40
  260,20180518,    0,    0,   27
  260,20180519,    0,    0,   16
  260,20180520,    0,    0,   45
  260,20180521,    0,    0,   42
  260,20180522,    6,    8,   28
  260,20180523,    9,   15,   24
  260,20180524,    7,    6,   18
  260,20180525,    0,    0,   44
  260,20180526,    0,    0,   49
  260,20180527,   19,   19,   22
  260,20180528,    3,    5,   47
  260,20180529,   32,  148,   37
  260,20180530,    2,    1,   41
  260,20180531,    9,   37,   32
  260,20180601,   15,   47,   20
  260,20180602,   12,   12,   13
  260,20180603,    0,   -1,   28
  260,20180604,    0,    0,   30
  260,20180605,    0,    0,   36
  260,20180606,    0,    0,   49
  260,20180607,    0,    0,   53
  260,20180608,   36,   50,    9
  260,20180609,    0,    0,   43
  260,20180610,    0,    0,   43
  260,20180611,    0,    0,   45
  260,20180612,    0,   -1,   16
  260,20180613,    0,    0,   29
  260,20180614,   12,    9,   19
  260,20180615,    0,    0,   43
  260,20180616,    0,    0,   30
  260,20180617,    0,   -1,   16
  260,20180618,    0,   -1,   13
  260,20180619,    0,   -1,   12
  260,20180620,    0,    0,   34
  260,20180621,    0,   -1,   31
  260,20180622,    0,   -1,   21
